Protein A,Protein B
Dtx1,Prkcq
Dtx1,Cblb
Prkcq,Dtx1
Prkcq,Cblb
Trim13,Ifih1
H3f3a,Chd5
H3f3a,Chd1
H3f3a,Ezh2
H3f3a,Cbx3
Sesn2,Sqstm1
Sesn2,Ulk1
Socs3,Jak2
Socs3,Il6st
Jak2,Il6st
Socs3,Jak2
Optn,Hace1
Optn,Sqstm1
Akt1,Ctnnd1
Vti1a,Stx6
Vti1b,Stx6
Stx7,Vti1a
Stx7,Vti1b
Stx7,Stx6
Rasgrf1,Ctnnd1
Ctnnd1,Rasgrf1
Rhoa,Rasgrf1
Rhoa,Ctnnd1
Ywhae,Ctnnd1
Ywhaz,Ctnnd1
Yy1,Mtor
Yy1,Ppargc1a
Yy1,Rptor
Yy1,Mtor
Yy1,Ppargc1a
Ppargc1a,Yy1
Bcl6,Bcl6b
Bcl6,Bach2
Bach2,Zbtb16
Bach2,Bcl6
Bach2,Bcl6b
Cdk4,Ccnd1
Elf1,Dmd
Efnb1,Ephb2
Efnb1,Ephb3
Efnb1,Ephb1
Elf2,Ephb2
Elf2,Ephb3
Elf2,Ephb1
Elf1,Ephb4
Ephb2,Efnb1
Ephb2,Elf2
Ephb3,Efnb1
Ephb3,Elf2
Ephb1,Efnb1
Ephb1,Elf2
Ephb4,Elf2
Bcl2,Becn1
Bcl2,Bnip3
Wdfy2,Foxo1
Foxo1,Wdfy2
Cidea,Prkaa1
Cidea,Prkab1
Cidea,Prkag1
Prkaa1,Cidea
Prkaa1,Prkab1
Prkaa1,Prkag1
Prkab1,Cidea
Prkab1,Prkaa1
Prkab1,Prkag1
Prkag1,Cidea
Prkag1,Prkaa1
Prkag1,Prkab1
Akt1,Ccdc88a
Akt1,Ccdc88a
Ccdc88a,Akt1
Ccdc88a,Akt1
Ccdc88a,Akt2
Ccdc88a,Akt1
Akt1,Hsp90aa1
Mapkap1,Mtor
Mapkap1,Rictor
Sirt1,Clock
Sirt1,Arntl
Sirt1,Per2
Clock,Cry1
Clock,Arntl
Clock,Per2
Sirt1,Per2
Mtor,Rictor
Mtor,Rptor
Rictor,Mtor
Prkaca,Ascl4
Prkaa1,Ascl4
Jund,Sirt1
Jun,Sirt1
Tlr4,Becn1
Tlr4,Ticam1
Tlr4,Myd88
Tlr4,Irak4
Myd88,Becn1
Ticam1,Becn1
Becn1,Ticam1
Becn1,Myd88
Bcl2,Ticam1
Bcl2,Becn1
Bcl2,Myd88
Becn1,Bcl2
Mapkap1,Mtor
Mapkap1,Rictor
Mapkap1,Mlst8
Akt1,Gsk3a
Akt1,Gsk3b
Mtor,Rictor
Mtor,Rptor
Mtor,Mlst8
Rps6kb1,Rps6
Ywhaz,Tsc2
Rps6kb1,Ddit4l
Pum2,Nanos3
Pum2,Nanos3
Klf2,Sqstm1
Klf3,Sqstm1
Nfe2l2,Mapk7
Mapk7,Nfe2l2
Gli2,Zic2
Atg5,Casp8
Atg5,Ripk1
Atg5,Fadd
Atg5,Map1lc3a
Fadd,Atg5
Fadd,Atg16l1
Fadd,Casp8
Fadd,Ripk1
Fadd,Map1lc3a
Fadd,Atg12
Fadd,Atg7
Ywhab,Mapt
Ywhah,Mapt
Ywhaz,Mapt
Sfn,Mapt
Trpc6,Nphs2
Nphs2,Trpc6
Bcl2l1,Cdkn2a
Bcl2l1,Becn1
Arrb2,Ppp2ca
Arrb2,Ppp2r2b
Arrb2,Gsk3b
Arrb2,Gsk3a
Akt1,Ppp2r2b
Akt1,Ppp2ca
Akt1,Arrb1
Akt1,Arrb2
Ppp2r2b,Arrb2
Fbxo43,Anapc2
Fbxo43,Cdc20
Fbxo43,Anapc11
Fbxo43,Anapc10
Fbxo43,Anapc2
Src,Akt1
Akt1,Src
Arrb1,Akt1
Arrb1,Src
Arrb1,Arrb2
Arrb2,Akt1
Arrb2,Src
Arrb2,Arrb1
Insr,Akt1
Insr,Src
Insr,Arrb2
Akt1,Arrb2
Src,Arrb2
Akt1,Clip3
Akt2,Clip3
Clip3,Akt1
Clip3,Akt2
Stat6,Rnf128
Kcnma1,Vcp
Mapkapk2,Ddx5
Kcnma1,Nefl
Kcnma1,Lmna
Kcnma1,Tkt
Kcnma1,Serpina3k
Kcnma1,Hspa9
Kcnma1,Hspa2
Kcnma1,Myh1
Kcnma1,Hpx
Kcnma1,Col1a1
Kcnma1,Stip1
Kcnma1,Apoh
Kcnma1,Isyna1
Kcnma1,Dpysl2
Kcnma1,Hspd1
Kcnma1,Ina
Kcnma1,Prph
Kcnma1,Gc
Kcnma1,Ahsg
Kcnma1,Nucb1
Kcnma1,Hspa8
Kcnma1,Hspa5
Kcnma1,Hspa1l
Kcnma1,Tuba1a
Kcnma1,Serpina1b
Kcnma1,Tubb5
Kcnma1,Atp5b
Kcnma1,Actb
Kcnma1,Eno2
Kcnma1,Pdia3
Kcnma1,Fgb
Kcnma1,Phgdh
Kcnma1,Cct2
Kcnma1,Ruvbl1
Kcnma1,Vat1
Kcnma1,Eno1b
Kcnma1,Glud1
Kcnma1,Atp5a1
Kcnma1,Fh1
Kcnma1,Lrpap1
Kcnma1,Psmd11
Kcnma1,Ndrg1
Kcnma1,Anxa7
Kcnma1,Prx
Kcnma1,Actr3
Kcnma1,Nefh
Kcnma1,Gfap
Kcnma1,Nefm
Kcnma1,Cadm3
Kcnma1,Eif3f
Kcnma1,Erlin2
Kcnma1,Nudc
Kcnma1,Aldoa
Kcnma1,Ldhb
Kcnma1,Alad
Kcnma1,Ldha
Kcnma1,Atp6v0d1
Kcnma1,Anxa5
Kcnma1,Ywhaq
Kcnma1,Idh3a
Kcnma1,Anxa3
Kcnma1,Taldo1
Kcnma1,Acaa2
Kcnma1,Vdac1
Kcnma1,Gapdh
Kcnma1,Tpt1
Kcnma1,Apoa1
Kcnma1,Rab11b
Kcnma1,Etfb
Kcnma1,Hpcal1
Kcnma1,Mylpf
Kcnma1,Aif1l
Kcnma1,Ppia
Kcnma1,Cfl1
Kcnma1,Ywhae
Kcnma1,Pcna
Kcnma1,Ywhag
Kcnma1,Ddah1
Kcnma1,Pzp
Kcnma1,Pdxk
Kcnma1,Pdhb
Kcnma1,Car2
Kcnma1,Apoe
Kcnma1,Pgrmc2
Kcnma1,Pebp1
Kcnma1,Park7
Kcnma1,Mtap
Kcnma1,Sdhb
Kcnma1,Psma7
Kcnma1,Lin7c
Kcnma1,Cryab
Kcnma1,Rap1a
Kcnma1,Rpl12
Kcnma1,Mbp
Kcnma1,Epb4.1l3
Kcnma1,Alb
Kcnma1,Kng1
Kcnma1,Rnpep
Kcnma1,Hnrnpk
Kcnma1,Lcp1
Kcnma1,Aco2
Kcnma1,Trf
Kcnma1,Calr
Kcnma1,Vim
Kcnma1,Gdi1
Kcnma1,Sparc
Kcnma1,Inpp1
Kcnma1,Rcn3
Kcnma1,Sucla2
Kcnma1,Eif4a2
Kcnma1,Ckm
Kcnma1,Aldh6a1
Kcnma1,Dld
Kcnma1,Eno3
Kcnma1,Ctbp1
Kcnma1,Got1
Kcnma1,Capg
Kcnma1,Oat
Kcnma1,Serpinb6a
Kcnma1,Ywhab
Kcnma1,Calb2
Kcnma1,Ywhah
Kcnma1,Uchl1
Kcnma1,Spr
Kcnma1,Arhgdib
Kcnma1,Cbx1
Kcnma1,Glo1
Kcnma1,Hebp1
Kcnma1,Prdx2
Kcnma1,Ywhaz
Kcnma1,Ak1
Kcnma1,Rab1
Kcnma1,Cmpk1
Kcnma1,Idi1
Kcnma1,Inmt
Kcnma1,Aprt
Kcnma1,Gpx1
Kcnma1,Tpi1
Kcnma1,Mettl7b
Kcnma1,Lgals1
Kcnma1,Stmn1
Kcnma1,Mdh2
Kcnma1,Hbb-b1
Kcnma1,Hbb-b2
Kcnma1,Gstm1
Kcnma1,Tagln
Kcnma1,Sod2
Kcnma1,Col1a2
Kcnma1,Actg1
Kcnma1,Anxa5
Kcnma1,Apoa1
Kcnma1,Calm1
Kcnma1,Cfl1
Kcnma1,Ywhag
Kcnma1,Gapdh
Kcnma1,Hpcal1
Kcnma1,Lin7c
Kcnma1,Mpz
Kcnma1,Mgst1
Cidec,Hspa8
Ncor1,Dzip3
Rhobtb3,Lrrc41
Dynll1,Ambra1
Pcdha1,Pcdhgb1
Pcdha1,Pcdhgb1
Rad23b,Xpc
Gsk3b,Map3k4
Atf2,Brca1
Atf2,Pou2f1
Brca1,Pou2f1
Nf1,Atf2
Atf2,Pou2f1
Nf1,Pou2f1
Atf2,Brca1
Nf1,Brca1
Pou2f1,Brca1
Rad23b,Xpc
Gadd45a,Apex1
Gadd45a,Pcna
Pcna,Gadd45a
Pcna,Apex1
Gadd45a,Apex1
Rer1,Canx
Rer1,Ncstn
Rer1,Stx6
Dffb,Dffa
Casp3,Dffb
Atg5,Atg16l1
Lnpep,Uso1
Lnpep,Slc2a4
Lnpep,Uso1
Cdc27,Anapc7
Cdc27,Cdc26
Epn1,Flt4
Epn2,Flt4
Apbb1,Rnf157
Traf6,Hspa1b
Ikbkg,Hspa1b
Smad1,Smurf2
Scmh1,Gmnn
Scmh1,Hist2h2ac
Scmh1,Gmnn
Gmnn,Scmh1
Rnf2,Scmh1
Rnf2,Phc1
Rnf2,Bmi1
Crebbp,Wt1
Crebbp,Ctnnb1
Als2,Grip1
Als2,Gria2
Als2,Dlg4
Ddrgk1,Ascc1
Ascc1,Ddrgk1
Ddrgk1,Ascc1
Crebbp,Gabpa
Pias2,Pparg
Pparg,Pias2
Ifitm3,Atp6v0b
Cd81,Ifitm3
Cd81,Ifitm2
Sox2,Parp1
Sox2,Parp1
Sox2,Pou5f1
Sox17,Pou5f1
Sox5,Pou5f1
Sox18,Pou5f1
Sox15,Pou5f1
Sox14,Pou5f1
Sox21,Pou5f1
Sox2,Tlx1
Sox2,Tlx1
Tlx1,Sox2
Pparg,Vim
Pparg,Des
Pparg,Vim
Vim,Pparg
Dlg4,Bai1
Dlg4,Bai1
Gria1,Lrp1
Grin2b,Lrp1
Grin2a,Lrp1
Grin1,Lrp1
Dlg4,Lrp1
Dlg4,Grin2b
Dlg4,Grin2a
Dlg4,Grin1
Park2,Uchl1
Anp32a,E4f1
Anp32a,E4f1
E4f1,Anp32a
E4f1,Anp32a
Wwtr1,Yap1
Yap1,Wwtr1
Ncoa6,Ppara
Ncoa6,Pparg
Ncoa6,Thra
Ncoa6,Thrb
Ncoa6,Esr1
Ncoa6,Esr2
Kat2b,Ercc6
Kat2b,Polr1a
Ercc6,Kat2b
Ercc6,Polr1a
Pparg,Rxra
Runx1,Ep300
Fhl1,Tln1
Spi1,Crebbp
Spi1,Crebbp
Trp53,Crebbp
Tgfb1i1,Smad3
Ep300,Nfatc1
Nfatc1,Ep300
Gata2,Nfatc1
Crebbp,Gata1
Crebbp,Nup93
Crebbp,Cse1l
Pparg,Ppm1b
Arnt,Ahrr
Ahrr,Arnt
Mbd4,Usp7
Mtm1,Bin1
Rnf112,Zbtb16
Fam65b,Dysf
Dysf,Fam65b
Cebpa,Cebpb
Oprm1,Siah1a
Oprm1,Vapa
Oprm1,Wls
Pml,Skil
Skil,Pml
Skil,Trp53
Park2,Mfn2
Park2,Hspa1a
Mdm4,Mdm2
Mdm4,Trp53
Csk,Dok1
Rasa1,Dok1
Clec16a,Rnf41
Clec16a,Rnf41
Rnf41,Clec16a
Rab11fip5,Napg
Crkl,Rapgef1
Abl1,Rapgef1
Snw1,Sirt1
Rara,Sirt1
Rara,Snw1
Vamp2,Snap25
Vamp2,Stx1a
Vamp2,Dnm1
Vamp2,Syp
Snap25,Vamp2
Snap25,Stx1a
Stx1a,Vamp2
Stx1a,Snap25
Snap25,Tubb5
Snap25,Atp6v0d1
Snap25,Zfhx3
Snap25,Tubb2a
Snap25,Syp
Snap25,Gapdh
Snap25,Hspg2
Snap25,Tuba4a
Snap25,Tuba1a
Snap25,Map6
Snap25,Ap2b1
Snap25,Pacs1
Snap25,Ap2a1
Snap25,Kif5b
Snap25,Kif5c
Snap25,Atp1a1
Snap25,Nckap1
Kcnma1,Ampd2
Kcnma1,Tubgcp4
Kcnma1,Tubgcp2
Kcnma1,Atp1a1
Kcnma1,Pik3r4
Kcnma1,Actr1b
Kcnma1,A830010M20Rik
Kcnma1,Atp1a2
Kcnma1,Atp1a3
Kcnma1,Pik3c3
Kcnma1,Khdrbs1
Kcnma1,Tubg1
Kcnma1,Hspa8
Kcnma1,Actr1a
Kcnma1,Tubgcp3
Kcnma1,Dnm1
Kcnma1,Kif5c
Kcnma1,Eef1a1
Kcnma1,Klc2
Kcnma1,Tnk2
Kcnma1,Stxbp1
Kcnma1,Dnm1
Kcnma1,St8sia2
Dnm1,Kcnma1
Stx1a,Stxbp1
Stx1a,Kcnma1
Vamp2,Stx7
Vamp2,Gpm6a
Vamp2,Stx1b
Vamp2,Napb
Vamp2,Gnb3
Vamp2,Gnb1
Vamp2,Gnao1
Vamp2,Atp6v0d1
Vamp2,Slc30a3
Vamp2,Atp1a2
Vamp2,Atp1a3
Vamp2,Atp1a1
Vamp2,Atp4a
Vamp2,Syp
Vamp2,Stx1a
Vamp2,Dnm1
Dnm1,Cltc
Eed,Ylpm1
Eed,Rnf2
Eed,Srrt
Eed,Bmi1
Eed,Prdx4
Eed,Pcgf6
Eed,Stag2
Eed,Thrap3
Eed,Eif3i
Eed,Eif3e
Eed,Ppp1cc
Eed,Fbxo11
Eed,Sympk
Eed,Bclaf1
Eed,Hnrnpa0
Eed,Cbx8
Eed,Phc1
Eed,Pcgf5
Eed,Smc5
Eed,Chchd3
Eed,Eprs
Eed,Rrp12
Eed,Dnajc10
Eed,Mttp
Eed,Mak16
Eed,Sf3b6
Eed,Txndc5
Eed,Wtap
Eed,Supt6
Eed,Rpn2
Eed,Kpna6
Eed,Mov10
Eed,Srp68
Eed,Mb21d2
Eed,Gtf3c1
Eed,Pcgf1
Eed,Chmp1a
Eed,Kdm2b
Eed,Rybp
Eed,Zfp687
Eed,Gja1
Eed,Tubgcp2
Eed,Flot1
Eed,Baz1a
Eed,Msh3
Eed,Frg1
Eed,Sfxn1
Eed,Lims1
Eed,Rrp7a
Eed,Agpat5
Eed,Chmp2a
Eed,Rrp8
Eed,Myo1e
Eed,Gpi1
Eed,Hsd17b4
Eed,Smarcd1
Eed,Anln
Eed,Mfsd10
Eed,Anp32b
Eed,Clk3
Eed,Zfp91
Eed,Slc25a12
Eed,Vwa9
Eed,Pdia6
Eed,Gemin7
Eed,Wdr12
Eed,Fiz1
Eed,Uso1
Eed,Dido1
Eed,Eif3c
Eed,Prkdc
Eed,Cubn
Eed,Nipbl
Eed,Ssrp1
Eed,Noc3l
Eed,Smarca1
Eed,Naa40
Eed,Safb2
Eed,Pcgf2
Eed,Pno1
Eed,Rad21
Eed,Pfkl
Eed,Snrpf
Eed,Eif2s1
Eed,Eif2s3x
Eed,L3mbtl2
Eed,Samm50
Eed,Dhrs7b
Eed,Actr2
Eed,Dcaf13
Eed,Rap2b
Eed,Fancd2
Eed,D2Wsu81e
Eed,Noc4l
Eed,Vapa
Eed,Bub3
Eed,Eif3b
Eed,1110037F02Rik
Eed,Gnl3
Eed,Ddx54
Eed,Tra2a
Eed,Dnmt3b
Eed,Prpf19
Eed,Xpo1
Eed,Las1l
Eed,Noc2l
Eed,Rab5c
Eed,Bop1
Eed,Atad3a
Eed,Sec22b
Eed,A230046K03Rik
Eed,Nop9
Eed,Ddx56
Eed,Ints8
Eed,Cbx3
Eed,Exosc10
Eed,Rbm8a
Eed,Xrn2
Eed,Msh6
Eed,Ssr4
Eed,Snd1
Eed,Abcf3
Eed,Mre11a
Eed,Xrcc1
Eed,Tmem33
Eed,Copb2
Eed,Kif18b
Eed,Arpc3
Eed,Hspd1
Eed,Cct7
Eed,Raly
Eed,Zc3h11a
Eed,Zfp516
Eed,Pwp2
Eed,Ppp1ca
Eed,Rbm19
Eed,Wars
Eed,Rpl10
Eed,Cul4b
Eed,Mrto4
Eed,Atp5c1
Eed,Zfp326
Eed,Rfc5
Eed,Rpf2
Eed,Cct5
Eed,Cpsf4
Eed,Imp4
Eed,Fasn
Eed,Tomm22
Eed,Mettl16
Eed,Hbb-y
Eed,Dab2
Eed,Copz1
Eed,Ywhag
Eed,Ppp2cb
Eed,Ctcf
Eed,Hnrnpll
Eed,Ehmt2
Eed,Ppib
Eed,Wdr18
Eed,Lrpap1
Eed,Mthfd1l
Eed,P4ha1
Eed,Hnrnpa3
Eed,Ccar2
Eed,Cops3
Eed,Apex1
Eed,Puf60
Eed,Gdi2
Eed,Tjp2
Eed,Ap2a1
Eed,Ercc3
Eed,Kif20b
Eed,Rpl8
Eed,Eif6
Eed,Srsf10
Eed,Xab2
Eed,Supt5
Eed,Safb
Eed,Vdac1
Eed,Myadm
Eed,Pxdn
Eed,Erlin2
Eed,Ap2a2
Eed,Ncapd3
Eed,Whsc1
Eed,Ddost
Eed,Men1
Eed,U2af2
Eed,Psmd2
Eed,Aldh18a1
Eed,Eif3a
Eed,Pogz
Eed,Atad2
Eed,Ppp1cb
Eed,Copa
Eed,Nifk
Eed,Emg1
Eed,Rac1
Eed,Suz12
Eed,Ddx10
Eed,Rpl21
Eed,Polr2a
Eed,Kpna2
Eed,Rab1b
Eed,Cul1
Eed,Rab11b
Eed,Rpl23a
Eed,Pycr2
Eed,Phgdh
Eed,Rps7
Eed,Rpl23
Eed,Lars
Eed,Imp3
Eed,Actr3
Eed,Csrp1
Eed,Ablim1
Eed,Actr1a
Eed,Ywhab
Eed,Rpl4
Eed,Dnmt3a
Eed,Ahctf1
Eed,Rps6
Eed,Aqr
Eed,Kif20a
Eed,Utp6
Eed,Dimt1
Eed,Pbrm1
Eed,Abce1
Eed,Slc2a1
Eed,Csrp2
Eed,Lin28a
Eed,Rps20
Eed,Vars
Eed,Rps12
Eed,Smarcad1
Eed,Exosc4
Eed,Ints1
Eed,Parp1
Eed,Flna
Eed,Plod1
Eed,Nvl
Eed,Upf1
Eed,Stag1
Eed,Rbmxl1
Eed,Skiv2l2
Eed,Nhp2l1
Eed,Rps24
Eed,Dstn
Eed,Adnp
Eed,Pfn1
Eed,Kif11
Eed,Ccar1
Eed,Utp20
Eed,Hcfc1
Eed,Baz1b
Eed,Nsa2
Eed,Slc25a13
Eed,Myh11
Eed,Cct2
Eed,Plod2
Eed,Vdac3
Eed,Gata4
Eed,Npm3
Eed,Pgam1
Eed,Sun1
Eed,Gsn
Eed,Coro1c
Eed,Trrap
Eed,Pds5a
Eed,Lig3
Eed,COX2
Eed,Ddx52
Eed,Cbr1
Eed,Urb1
Eed,Phb2
Eed,Supt16
Eed,Smc4
Eed,Tcp1
Eed,Kif4
Eed,Nsun2
Eed,Dnmt3l
Eed,Kdm1a
Eed,Ilf2
Eed,Pold1
Eed,Atp5b
Eed,Rpl30
Eed,Snrpe
Eed,Rps26
Eed,Phb
Eed,Dnm2
Eed,Vps35
Eed,Cct4
Eed,Mta1
Eed,Pds5b
Eed,Sltm
Eed,Ftsj3
Eed,Wdr3
Eed,Hnrnpl
Eed,Hdlbp
Eed,Cpsf6
Eed,Dkc1
Eed,Tubb4b
Eed,Rpl9
Eed,Cct6a
Eed,Ywhaz
Eed,Ints7
Eed,Usp48
Eed,Hadha
Eed,Rps23
Eed,Snrpd3
Eed,Nup188
Eed,Rpl5
Eed,Nol6
Eed,Rpl3
Eed,Fbl
Eed,Rpl18a
Eed,Pes1
Eed,Clic1
Eed,Nol10
Eed,Rpl27a
Eed,Tars
Eed,Glipr2
Eed,Rpsa
Eed,Lbr
Eed,Eftud2
Eed,Rbm39
Eed,Ddx24
Eed,Mthfd1
Eed,Srsf3
Eed,U2af1
Eed,Rpl22
Eed,Rps27
Eed,Pkm
Eed,Wdr43
Eed,Cand1
Eed,Smpd4
Eed,Lama5
Eed,Rrp1b
Eed,Nup85
Eed,Cpsf1
Eed,Tex10
Eed,Nxf1
Eed,Rab7
Eed,Ddx51
Eed,Hspa9
Eed,Son
Eed,Tbl3
Eed,Mcm5
Eed,Srsf7
Eed,Polr2b
Eed,Vdac2
Eed,Hdac1
Eed,Farsb
Eed,Pcna
Eed,Hnrnph2
Eed,Mcm7
Eed,Hnrnpk
Eed,Hnrnph1
Eed,Rpn1
Eed,Cct8
Eed,Rpl27
Eed,Rps15a
Eed,Hells
Eed,Rpl24
Eed,Rpl7a
Eed,Hist1h1e
Eed,Cfl1
Eed,Mta2
Eed,Rpl10a
Eed,Tpm4
Eed,Myl3
Eed,Tpi1
Eed,Arf4
Eed,Zfr
Eed,Prpf8
Eed,Nup155
Eed,Thoc2
Eed,Mcm6
Eed,Rpl18
Eed,Myo5b
Eed,Kifc1
Eed,Rpl13
Eed,Rpl11
Eed,Cct3
Eed,Ddx47
Eed,Igf2bp2
Eed,Ddx39b
Eed,Prpf6
Eed,Rad50
Eed,Rps18
Eed,Immt
Eed,Eif4a1
Eed,Rps2
Eed,Efhd2
Eed,Krt19
Eed,Atp5a1
Eed,Tpm1
Eed,Capza1
Eed,Mad1l1
Eed,Lig1
Eed,Mcm3
Eed,Gnb2l1
Eed,Smarca4
Eed,Mcm4
Eed,Rplp0
Eed,Ddx18
Eed,Glt25d1
Eed,Kpnb1
Eed,Dhx33
Eed,Rbm28
Eed,Slc25a4
Eed,Rpl7
Eed,Hnrnpul2
Eed,Hnrnpa2b1
Eed,Rps8
Eed,Hist1h1c
Eed,Rps16
Eed,Tardbp
Eed,Actn1
Eed,Sf3b3
Eed,Myo18a
Eed,Eef1g
Eed,Pcbp1
Eed,Hsp90aa1
Eed,Nid2
Eed,Col4a1
Eed,Pcbp2
Eed,Hsp90b1
Eed,Akap2
Eed,Smchd1
Eed,Chd4
Eed,Rpl13a
Eed,Dbn1
Eed,Cebpz
Eed,Smc2
Eed,Rps3
Eed,Capza2
Eed,Nup133
Eed,Flnb
Eed,Hk2
Eed,Eif4a3
Eed,Krt1
Eed,Myef2
Eed,Matr3
Eed,Gtpbp4
Eed,Srsf1
Eed,Igf2bp1
Eed,Rps4x
Eed,Plod3
Eed,Mprip
Eed,Trim28
Eed,Alb
Eed,Lima1
Eed,Ranbp2
Eed,Ddx3x
Eed,Nat10
Eed,Sall4
Eed,Rpl14
Eed,Myo6
Eed,Hspa5
Eed,Nop2
Eed,Ran
Eed,Ptbp1
Eed,Krt10
Eed,Smc3
Eed,Nono
Eed,Ncl
Eed,Rpl6
Eed,Mcm2
Eed,Tmod3
Eed,Dhx15
Eed,Ddx39
Eed,Elavl1
Eed,Nup107
Eed,Dync1h1
Eed,Nup160
Eed,Plec
Eed,Slc25a5
Eed,Eef2
Eed,Ddx27
Eed,Smarca5
Eed,Sfpq
Eed,Nop58
Eed,Lmna
Eed,Lmnb1
Eed,Ddx17
Eed,Capzb
Eed,Actn4
Eed,Top1
Eed,Nup93
Eed,Sf3b1
Eed,Hnrnpf
Eed,Tuba1b
Eed,Actbl2
Eed,Hsp90ab1
Eed,Gapdh
Eed,Hspg2
Eed,Rbm14
Eed,Col4a2
Eed,Sptan1
Eed,Krt18
Eed,Smc1a
Eed,Vim
Eed,Cltc
Eed,Serpinh1
Eed,Hspa8
Eed,Krt8
Eed,Myl6
Eed,Eef1a1
Eed,Nop56
Eed,Myo1d
Eed,Tubb5
Eed,Hnrnpu
Eed,Pdcd11
Eed,Ddx5
Eed,Nid1
Eed,Ddx21
Eed,Myo1c
Eed,Mybbp1a
Eed,Lamb1
Eed,Actc1
Eed,Hnrnpm
Eed,Lamc1
Eed,Myo1b
Eed,Lama1
Eed,Actg1
Eed,Myh10
Eed,Actb
Eed,Sptbn1
Eed,Myh9
Eed,Eif3d
Eed,Hist2h2ac
Eed,D19Bwg1357e
Eed,Eif4g1
Eed,Ppp2r1a
Eed,Ubr4
Eed,Sec24a
Eed,Ddx1
Eed,Soat1
Eed,Trim71
Eed,Hnrnpa1
Eed,Rpl28
Eed,Mars
Eed,Cand2
Eed,Picalm
Eed,Syncrip
Eed,Xpo4
Eed,Ube2k
Eed,Psmd1
Eed,Arl1
Eed,Arhgap1
Eed,Sec31a
Eed,Hsd17b12
Eed,Fmnl3
Eed,Ncapd2
Eed,Tbcd
Eed,Prune
Eed,Derl1
Eed,Mms19
Eed,Rps3a1
Eed,Wdr46
Eed,Ltn1
Eed,Fermt2
Eed,Cpsf3
Eed,Ruvbl1
Eed,Rheb
Eed,Tbk1
Eed,Vps25
Eed,Ap3b1
Eed,Alyref
Eed,Msh2
Eed,Pabpn1
Eed,Rangap1
Eed,Dctn1
Eed,Pkp4
Eed,Sirt2
Eed,Rab2a
Eed,Ebna1bp2
Eed,Slc25a11
Eed,Nip7
Eed,Nudt16l1
Eed,Itsn2
Eed,Ahsa1
Eed,Tra2b
Eed,Huwe1
Eed,Eny2
Eed,Nek9
Eed,Synj1
Eed,Ddx19a
Eed,Nom1
Eed,Nedd4
Eed,Tomm20
Eed,Vill
Eed,Rab5a
Eed,Snx6
Eed,Usp14
Eed,Tnpo3
Eed,Naa25
Eed,Umps
Eed,Lypla1
Eed,Pmvk
Eed,Nfkb2
Eed,Kpna1
Eed,Ddx50
Eed,Braf
Eed,Rps6ka4
Eed,Gstp1
Eed,Pgk1
Eed,Dars
Eed,Fxr2
Eed,Cul3
Eed,Ybx1
Eed,Nkrf
Eed,Ube2n
Eed,Unc45a
Eed,Psmc1
Eed,Vps39
Eed,Gars
Eed,Tceb1
Eed,Rpl19
Eed,Fyttd1
Eed,Man1a2
Eed,Cbwd1
Eed,Npm1
Eed,Rrp9
Eed,Eif3l
Eed,Eif3m
Eed,Eif3h
Eed,Cpsf2
Eed,Tubgcp3
Eed,Uggt1
Eed,Pnn
Eed,Ruvbl2
Eed,Arcn1
Eed,Eif3g
Eed,Acaca
Eed,Rps10
Eed,Hyou1
Eed,Ttn
Eed,Ddb1
Eed,Ddx6
Eed,Cdipt
Eed,Gak
Eed,Ap3d1
Eed,Xpo5
Eed,Cnot1
Eed,Vps51
Eed,Psmd12
Eed,Rpl35a
Eed,Cdk1
Eed,Cnn3
Eed,Arl2
Eed,Nol11
Eed,2410016O06Rik
Eed,Stat3
Eed,Psmd6
Eed,Mgst3
Eed,Iars
Eed,Asna1
Eed,Rpl39
Eed,Hnrnpd
Eed,Rps6ka1
Eed,Tmco1
Eed,Cndp2
Eed,Naa15
Eed,Ddx42
Eed,Bmp2k
Eed,Vps13c
Eed,Dusp3
Eed,Psmd5
Eed,Chd7
Eed,Tubg1
Eed,Usp10
Eed,Snrpg
Eed,Uba6
Eed,Glmn
Eed,Tbc1d9b
Eed,Sh3bp4
Eed,Rpl22l1
Eed,Nup214
Eed,Dctn5
Eed,Sf3a1
Eed,Nrm
Eed,Snx3
Eed,Rab3il1
Eed,Mta3
Eed,Agrn
Eed,Cpne6
Eed,Scfd1
Eed,Bag6
Eed,Dhx36
Eed,Ints3
Eed,Trim25
Eed,Prkaa1
Eed,Smu1
Eed,Ik
Eed,Birc6
Eed,Ube2z
Eed,Thada
Eed,Szt2
Eed,Hs1bp3
Eed,Exoc2
Eed,Dnajb11
Eed,Nhp2
Eed,Derl2
Eed,Crnkl1
Eed,Rab3gap1
Eed,Ncoa5
Eed,Zscan26
Eed,Dcakd
Eed,Cox15
Eed,Rfc4
Eed,Cdc5l
Eed,Ap1m1
Eed,Pak2
Eed,Slc25a22
Eed,Peg3
Eed,Rbm5
Eed,Sts
Eed,Ube3c
Eed,Psmc2
Eed,Hsd17b11
Eed,Uap1l1
Eed,Ndst4
Eed,Shroom3
Eed,Isg20l2
Eed,Drg2
Eed,Bzw1
Eed,Rplp1
Eed,Atp5o
Eed,Psph
Eed,Psmd11
Eed,Map2k3
Eed,Commd3
Eed,Uqcr10
Eed,Ppm1f
Eed,Gpx4
Eed,Gmps
Eed,Abcf1
Eed,Srp54a
Eed,Rrs1
Eed,Ptpn14
Eed,Fus
